id_marks,id_targets,timestamps,ranges,azimuths,elevations,dopplers,powers,type,beam_ids,encoder_radian
2.69E+05,0,2.07E+06,68450,5.5069,0.022745,0,873,0,-1,5.5162
2.69E+05,0,2.07E+06,1.12E+05,5.6298,0.023144,0,515,0,-1,5.5162
2.69E+05,0,2.07E+06,1.69E+05,5.5523,0.025273,0,184,0,-1,5.5162
2.69E+05,0,2.07E+06,41444,5.843,0.023449,0,81,0,-1,5.5591
2.69E+05,0,2.07E+06,1.66E+05,5.5387,0.022833,0,240,0,-1,5.5714
2.69E+05,0,2.07E+06,1.34E+05,5.7579,0.024853,0,702,0,-1,5.5837
2.69E+05,0,2.07E+06,3.55E+05,5.4867,0.029467,2,17,0,-1,5.5898
2.69E+05,0,2.07E+06,1.31E+05,5.5375,0.023176,0,258,0,-1,5.5898
2.69E+05,0,2.07E+06,1.66E+05,5.5229,0.024725,0,729,0,-1,5.596
2.69E+05,0,2.07E+06,91073,5.7582,0.024642,0,113,0,-1,5.6021
2.69E+05,0,2.07E+06,28619,5.5909,0.043492,0,121,0,-1,5.7371
2.69E+05,0,2.07E+06,1.08E+05,5.9124,0.022965,0,14,0,-1,5.8598
2.69E+05,0,2.07E+06,2422.7,5.8468,0.27507,0,6339,0,-1,5.9212
2.69E+05,0,2.07E+06,27073,5.8206,0.033898,0,703,0,-1,5.9273
2.69E+05,0,2.07E+06,1.48E+05,6.1858,0.055101,3,125,0,-1,5.9825
2.69E+05,0,2.07E+06,2.32E+05,6.2968,0.028378,3,95,0,-1,6.0132
2.69E+05,0,2.07E+06,70807,6.0532,0.014143,0,37166,0,-1,6.1175
2.69E+05,0,2.07E+06,35173,6.0392,0.045816,0,534,0,-1,6.1175
2.69E+05,0,2.07E+06,1.40E+05,6.3483,0.016539,0,198,0,-1,6.1543
2.69E+05,0,2.07E+06,53550,6.3528,0.0064155,0,1.16E+06,0,-1,6.2096
2.69E+05,0,2.07E+06,65965,6.4365,0.0054516,0,65294,0,-1,6.2464
2.69E+05,0,2.07E+06,63413,6.3596,0.0054642,0,29545,0,-1,6.2464
2.69E+05,0,2.07E+06,70800,6.3309,0.013839,0,652,0,-1,0.073631
2.69E+05,0,2.07E+06,66925,6.5213,0.028354,0,11927,0,-1,0.12885
2.69E+05,0,2.07E+06,30294,0.096339,0.0057126,0,249,0,-1,0.19021
2.69E+05,0,2.07E+06,58275,0.30318,0.013905,0,1.60E+06,0,-1,0.28225
2.69E+05,0,2.07E+06,58050,0.56872,0.012042,0,3.56E+05,0,-1,0.28225
2.69E+05,0,2.07E+06,33884,0.33998,0.03443,0,197,0,-1,0.31907
2.69E+05,0,2.07E+06,54525,0.60443,0.015273,0,5.16E+06,0,-1,0.37429
2.69E+05,0,2.07E+06,54825,0.67616,0.014434,0,1.33E+07,0,-1,0.37429
2.69E+05,0,2.07E+06,48722,0.51522,0.016159,0,6.74E+05,0,-1,0.41111
2.69E+05,0,2.07E+06,51300,0.60193,0.0068072,0,8.18E+06,0,-1,0.42338
2.69E+05,0,2.07E+06,34496,0.55147,0.015045,0,2528,0,-1,0.48474
2.69E+05,0,2.07E+06,42951,0.70792,0.0048786,0,50725,0,-1,0.52155
2.69E+05,0,2.07E+06,49128,0.65224,0.007975,0,7.01E+07,0,-1,0.52769
2.69E+05,0,2.07E+06,51225,0.43872,0.0053319,0,3.47E+06,0,-1,0.53996
2.69E+05,0,2.07E+06,46422,0.785,0.0043823,0,3.82E+05,0,-1,0.55223
2.69E+05,0,2.07E+06,46500,0.4306,0.0045043,0,2.46E+05,0,-1,0.55223
2.69E+05,0,2.07E+06,50925,0.74298,0.0047305,0,4.84E+05,0,-1,0.5645
2.69E+05,0,2.07E+06,44923,0.87362,0.0043057,0,1.33E+05,0,-1,0.57678
2.69E+05,0,2.07E+06,48220,0.62879,0.0028617,0,5.89E+06,0,-1,0.62586
2.69E+05,0,2.07E+06,42825,0.56672,0.0061022,0,3223,0,-1,0.68109
2.69E+05,0,2.07E+06,36968,0.57578,0.0045192,0,12395,0,-1,0.73631
2.69E+05,0,2.07E+06,1.05E+05,0.93261,0.0082274,0,5446,0,-1,0.73631
2.69E+05,0,2.07E+06,41099,0.54953,0.011804,0,1976,0,-1,0.73631
2.69E+05,0,2.07E+06,3.56E+05,0.8574,0.018033,1,13,0,-1,0.73631
2.69E+05,0,2.07E+06,1.02E+05,0.73151,0.0069306,0,149,0,-1,0.74245
2.69E+05,0,2.07E+06,1.02E+05,0.75596,0.0063079,0,213,0,-1,0.75472
2.69E+05,0,2.07E+06,1.06E+05,0.77544,0.0045947,0,36443,0,-1,0.75472
2.69E+05,0,2.07E+06,46385,0.78303,0.0044913,0,59342,0,-1,0.76699
2.69E+05,0,2.07E+06,1.06E+05,0.99399,0.0074747,0,33933,0,-1,0.7854
2.69E+05,0,2.07E+06,34090,0.97672,0.0096623,7,1327,0,-1,0.79153
2.69E+05,0,2.07E+06,30147,1.0682,0.0088699,7,955,0,-1,0.79153
2.69E+05,0,2.07E+06,42000,1.0052,0.001834,0,97667,0,-1,0.79153
2.69E+05,0,2.07E+06,32112,0.77691,0.0096737,7,67695,0,-1,0.80994
2.69E+05,0,2.07E+06,45750,0.71407,-0.00019363,0,6.63E+05,0,-1,0.80994
2.69E+05,0,2.07E+06,3.56E+05,1.0051,0.017461,1,14,0,-1,0.87744
2.69E+05,0,2.07E+06,41161,0.74297,-0.0022644,0,15364,0,-1,0.88357
2.70E+05,0,2.07E+06,1402,1.1699,0.28987,0,2.34E+05,0,-1,0.90812
2.70E+05,0,2.07E+06,27306,1.0655,0.00047269,0,26,0,-1,0.96334
2.70E+05,0,2.07E+06,42375,1.1486,0.0042265,0,13178,0,-1,0.96334
2.70E+05,0,2.07E+06,1.26E+05,1.1304,0.0093417,2,39,0,-1,1.0308
2.70E+05,0,2.07E+06,6078.5,1.003,0.31462,0,1509,0,-1,1.0922
2.70E+05,0,2.07E+06,29325,1.0173,0.047063,0,36996,0,-1,1.1536
2.70E+05,0,2.07E+06,29426,1.3913,0.047035,0,1.42E+05,0,-1,1.1536
2.70E+05,0,2.07E+06,39523,1.0793,0.0069788,4,3592,0,-1,1.1842
2.70E+05,0,2.07E+06,34187,1.2099,0.0015178,0,572,0,-1,1.3806
2.70E+05,0,2.07E+06,30100,1.4953,0.0029333,0,69,0,-1,1.3806
2.70E+05,0,2.07E+06,32052,1.421,0.0022344,0,2075,0,-1,1.3806
2.70E+05,0,2.07E+06,26250,1.4328,0.0019213,0,9481,0,-1,1.3929
2.70E+05,0,2.07E+06,28912,1.7052,0.0076554,0,427,0,-1,1.4235
2.70E+05,0,2.07E+06,2.74E+05,1.3818,0.037021,1,19,0,-1,1.491
2.70E+05,0,2.07E+06,29849,1.7538,0.011588,0,6127,0,-1,1.5401
2.70E+05,0,2.07E+06,26567,1.7884,0.007786,0,2.19E+05,0,-1,1.626
2.70E+05,0,2.07E+06,33005,1.9573,0.020263,0,162,0,-1,1.6751
2.70E+05,0,2.07E+06,27150,1.8168,0.021459,0,13920,0,-1,1.7119
2.70E+05,0,2.07E+06,28349,1.5636,0.0095612,0,2.31E+05,0,-1,1.7303
2.70E+05,0,2.07E+06,31738,1.6948,0.0077516,0,80,0,-1,1.7487
2.70E+05,0,2.07E+06,27589,1.9138,0.0067027,0,4007,0,-1,1.7794
2.70E+05,0,2.07E+06,31228,1.8275,0.0090494,0,1233,0,-1,1.8469
2.70E+05,0,2.07E+06,26100,1.8866,0.0091758,0,21176,0,-1,1.8715
2.70E+05,0,2.07E+06,51973,1.7689,0.060177,0,2.55E+05,0,-1,1.9328
2.70E+05,0,2.07E+06,22753,2.1157,0.13505,0,388,0,-1,1.9328
2.70E+05,0,2.07E+06,28416,1.8926,0.0058546,0,354,0,-1,1.9451
2.70E+05,0,2.07E+06,1.82E+05,2.2299,0.061862,0,14,0,-1,2.1046
2.70E+05,0,2.07E+06,1.27E+05,2.2704,0.033494,0,37,0,-1,2.1169
2.70E+05,0,2.07E+06,18451,2.4481,0.11473,0,696,0,-1,2.2826
2.70E+05,0,2.07E+06,51075,2.5352,0.0074402,0,588,0,-1,2.301
2.70E+05,0,2.07E+06,43650,2.5076,0.11761,0,55,0,-1,2.3194
2.70E+05,0,2.07E+06,32098,2.5564,0.0095828,0,364,0,-1,2.4114
2.70E+05,0,2.07E+06,1.10E+05,2.3212,0.054007,1,13,0,-1,2.4421
2.70E+05,0,2.07E+06,59623,2.7686,0.0069591,0,3821,0,-1,2.4544
2.70E+05,0,2.07E+06,53775,2.5111,0.0080249,0,16825,0,-1,2.4789
2.70E+05,0,2.07E+06,1.35E+05,2.3306,0.024591,3,153,0,-1,2.4789
2.70E+05,0,2.07E+06,57075,2.7096,0.0026399,0,21276,0,-1,2.528
2.70E+05,0,2.07E+06,69000,2.9393,0.0017584,0,18501,0,-1,2.6078
2.70E+05,0,2.07E+06,37356,2.7715,0.084439,1,962,0,-1,2.6691
2.70E+05,0,2.07E+06,1.90E+05,2.8525,0.033578,1,197,0,-1,2.7243
2.70E+05,0,2.07E+06,27390,2.6537,0.1042,1,412,0,-1,2.7734
2.70E+05,0,2.07E+06,27300,2.8943,0.10273,1,54,0,-1,2.7796
2.70E+05,0,2.07E+06,1.30E+05,2.8751,0.060833,0,7,0,-1,2.7857
2.70E+05,0,2.07E+06,33762,2.7694,0.081942,1,283,0,-1,2.8103
2.70E+05,0,2.07E+06,37804,3.0737,0.068176,1,2698,0,-1,2.9514
2.70E+05,0,2.07E+06,33668,3.3136,0.099381,0,5244,0,-1,3.0311
2.70E+05,0,2.07E+06,33758,3.0724,0.0996,0,41992,0,-1,3.0311
2.70E+05,0,2.08E+06,1.08E+05,3.0013,0.031896,2,12,0,-1,3.0802
2.70E+05,0,2.08E+06,68826,3.2651,0.075244,1,76,0,-1,3.1232
2.70E+05,0,2.08E+06,10801,3.6592,0.24033,0,137,0,-1,3.5527
2.70E+05,0,2.08E+06,99092,3.6763,0.044471,1,23,0,-1,3.6631
2.70E+05,0,2.08E+06,10246,4.1077,0.19571,0,9218,0,-1,4.2583
2.70E+05,0,2.08E+06,5469,4.654,0.32064,0,308,0,-1,4.332
2.70E+05,0,2.08E+06,10499,4.184,0.16689,0,7.82E+06,0,-1,4.3688
2.70E+05,0,2.08E+06,10786,4.6488,0.17257,0,3.26E+06,0,-1,4.4731
2.70E+05,0,2.08E+06,1796.2,4.5699,0.3028,0,4.52E+05,0,-1,4.4731
2.70E+05,0,2.08E+06,28425,4.9401,0.015877,0,1107,0,-1,4.6817
2.70E+05,0,2.08E+06,39390,4.7183,0.046603,0,104,0,-1,4.7247
2.70E+05,0,2.08E+06,30573,4.739,0.017966,0,144,0,-1,4.7247
2.70E+05,0,2.08E+06,26775,4.9311,0.011817,0,232,0,-1,4.7247
2.70E+05,0,2.08E+06,26647,4.6913,0.021611,0,115,0,-1,4.786
2.70E+05,0,2.08E+06,28875,4.665,0.026438,0,1988,0,-1,4.786
2.70E+05,0,2.08E+06,15077,4.8738,0.13963,0,1317,0,-1,4.7922
2.70E+05,0,2.08E+06,52916,4.8737,0.01496,0,44567,0,-1,4.7983
2.70E+05,0,2.08E+06,53232,5.0444,0.0084392,0,1108,0,-1,4.7983
2.70E+05,0,2.08E+06,30814,5.121,0.02067,0,215,0,-1,4.8044
2.70E+05,0,2.08E+06,35819,4.7775,0.015101,0,1.25E+05,0,-1,4.8167
2.70E+05,0,2.08E+06,28647,4.5101,0.025327,0,18991,0,-1,4.8597
2.70E+05,0,2.08E+06,15525,4.832,0.15934,0,7254,0,-1,4.9701
2.70E+05,0,2.08E+06,2515.9,5.161,0.35103,0,9297,0,-1,5.1174
2.70E+05,0,2.08E+06,3.33E+05,5.4534,0.012446,0,22,0,-1,5.148
2.70E+05,0,2.08E+06,36525,4.9978,0.092794,0,259,0,-1,5.1664
2.70E+05,0,2.08E+06,2.15E+05,5.222,0.026,1,18,0,-1,5.2339
2.70E+05,0,2.08E+06,2402.7,5.2358,0.32368,0,3300,0,-1,5.3628
2.70E+05,0,2.08E+06,1.07E+05,5.6389,0.024596,0,226,0,-1,5.3751
2.70E+05,0,2.08E+06,47054,5.5217,0.022932,0,1104,0,-1,5.3751
2.70E+05,0,2.08E+06,54147,5.7225,0.021188,0,536,0,-1,5.4978
2.70E+05,0,2.08E+06,54501,5.71,0.024493,0,256,0,-1,5.5101
2.70E+05,0,2.08E+06,68455,5.5744,0.023701,0,875,0,-1,5.5101
2.70E+05,0,2.08E+06,1.12E+05,5.3506,0.02386,0,571,0,-1,5.5223
2.70E+05,0,2.08E+06,1.69E+05,5.6062,0.023496,0,215,0,-1,5.5223
2.70E+05,0,2.08E+06,40050,5.5529,0.026864,0,380,0,-1,5.5285
2.70E+05,0,2.08E+06,1.66E+05,5.6702,0.025596,0,103,0,-1,5.553
2.70E+05,0,2.08E+06,84075,5.863,0.022846,0,1550,0,-1,5.553
2.70E+05,0,2.08E+06,41475,5.8661,0.02385,0,44,0,-1,5.553
2.70E+05,0,2.08E+06,1.66E+05,5.8814,0.025468,0,846,0,-1,5.5776
2.70E+05,0,2.08E+06,2.26E+05,5.6627,0.037961,0,18,0,-1,5.5898
2.71E+05,0,2.08E+06,28656,5.87,0.047021,0,108,0,-1,5.7432
2.71E+05,0,2.08E+06,1.68E+05,5.885,0.03077,1,136,0,-1,6.0132
2.71E+05,0,2.08E+06,2.30E+05,5.9348,0.027006,1,168,0,-1,6.0132
2.71E+05,0,2.08E+06,70792,6.0647,0.013841,1,37220,0,-1,6.1298
2.71E+05,0,2.08E+06,35229,6.4026,0.04703,0,921,0,-1,6.1298
2.71E+05,0,2.08E+06,1.40E+05,5.9947,0.019894,0,47,0,-1,6.1543
2.71E+05,0,2.08E+06,1.40E+05,6.3005,0.020294,0,228,0,-1,6.1543
2.71E+05,0,2.08E+06,53550,6.1104,0.0089867,0,4.49E+05,0,-1,6.2096
2.71E+05,0,2.08E+06,65940,6.46,0.0056409,0,98644,0,-1,6.2525
2.71E+05,0,2.08E+06,55124,6.2439,0.007461,0,57123,0,-1,6.2525
2.71E+05,0,2.08E+06,63550,6.4866,0.0058436,0,2.11E+05,0,-1,6.277
2.71E+05,0,2.08E+06,56277,6.5285,0.0047945,0,1450,0,-1,0.0061359
2.71E+05,0,2.08E+06,1.43E+05,0.1843,0.068538,1,10,0,-1,0.20249
2.71E+05,0,2.08E+06,57900,0.15265,0.012018,0,1.43E+08,0,-1,0.27612
2.71E+05,0,2.08E+06,59625,0.20152,0.013751,0,1.35E+05,0,-1,0.28839
2.71E+05,0,2.08E+06,58243,0.57648,0.012431,0,5.58E+05,0,-1,0.28839
2.71E+05,0,2.08E+06,33525,0.51887,0.025972,0,33,0,-1,0.33134
2.71E+05,0,2.08E+06,54450,0.25265,0.014914,0,1.77E+06,0,-1,0.3927
2.71E+05,0,2.08E+06,54759,0.49227,0.015265,0,2.18E+07,0,-1,0.39884
2.71E+05,0,2.08E+06,54975,0.26715,0.014464,0,1.33E+07,0,-1,0.40497
2.71E+05,0,2.08E+06,44325,0.30566,0.0056867,0,1.36E+05,0,-1,0.42951
2.71E+05,0,2.08E+06,34510,0.65319,0.014337,0,2202,0,-1,0.48474
2.71E+05,0,2.08E+06,42901,0.43199,0.004704,0,27547,0,-1,0.51542
2.71E+05,0,2.08E+06,49158,0.33338,0.0066757,0,6.38E+07,0,-1,0.52155
2.71E+05,0,2.08E+06,46373,0.37935,0.0044646,0,2.78E+05,0,-1,0.55223
2.71E+05,0,2.08E+06,44926,0.60318,0.0061298,0,87629,0,-1,0.58905
2.71E+05,0,2.08E+06,4565.1,0.72445,0.23741,0,3170,0,-1,0.60132
2.71E+05,0,2.08E+06,48075,0.46253,0.00058586,0,4.21E+06,0,-1,0.63814
2.71E+05,0,2.08E+06,1.05E+05,0.54512,0.0048155,0,8086,0,-1,0.71177
2.71E+05,0,2.08E+06,44991,0.78545,0.010557,0,12102,0,-1,0.71177
2.71E+05,0,2.08E+06,36856,0.72283,0.0044384,0,5118,0,-1,0.72404
2.71E+05,0,2.08E+06,36975,0.62884,0.0041923,0,7236,0,-1,0.72404
2.71E+05,0,2.08E+06,1.02E+05,0.86456,0.0074118,0,576,0,-1,0.74245
2.71E+05,0,2.08E+06,46350,0.85557,0.0037591,0,77075,0,-1,0.75472
2.71E+05,0,2.08E+06,1.02E+05,0.97599,0.0078476,0,382,0,-1,0.76699
2.71E+05,0,2.08E+06,40869,0.8239,0.009596,0,1838,0,-1,0.77926
2.71E+05,0,2.08E+06,30375,0.64675,0.0077598,6,118,0,-1,0.79153
2.71E+05,0,2.08E+06,34311,1.1186,0.0054203,6,121,0,-1,0.79767
2.71E+05,0,2.08E+06,41955,0.64153,0.11086,0,215,0,-1,0.79767
2.71E+05,0,2.08E+06,1.06E+05,0.6451,0.0074175,0,36386,0,-1,0.81608
2.71E+05,0,2.08E+06,32330,0.84956,0.0073498,7,13912,0,-1,0.82221
2.71E+05,0,2.08E+06,45822,1.0513,-0.00037448,0,25679,0,-1,0.82221
2.71E+05,0,2.08E+06,41104,0.91052,0.017378,0,765,0,-1,0.88357
2.71E+05,0,2.08E+06,40500,1.1372,0.0031751,0,637,0,-1,0.93266
2.71E+05,0,2.08E+06,42431,0.92964,0.0034626,0,7575,0,-1,0.9388
2.71E+05,0,2.08E+06,1.16E+05,1.0612,0.052793,0,18,0,-1,1.0738
2.71E+05,0,2.08E+06,6101.5,1.2272,0.31267,0,558,0,-1,1.0922
2.71E+05,0,2.08E+06,10655,1.3909,0.26321,0,1387,0,-1,1.0922
2.71E+05,0,2.08E+06,94892,1.0687,0.044545,0,244,0,-1,1.1536
2.71E+05,0,2.08E+06,98475,1.0348,0.044571,0,75,0,-1,1.1597
2.71E+05,0,2.08E+06,29700,1.1968,0.14749,0,46,0,-1,1.1597
2.71E+05,0,2.08E+06,29414,1.4675,0.04707,0,1.14E+05,0,-1,1.1658
2.71E+05,0,2.08E+06,40277,1.4063,0.010519,3,16964,0,-1,1.2088
2.71E+05,0,2.08E+06,1.11E+05,1.2266,0.077144,0,6,0,-1,1.3254
2.71E+05,0,2.08E+06,34188,1.573,0.0017674,0,644,0,-1,1.3438
2.71E+05,0,2.08E+06,4950,1.5325,0.28666,0,1474,0,-1,1.3744
2.71E+05,0,2.08E+06,26250,1.3466,0.0018335,0,7003,0,-1,1.3867
2.71E+05,0,2.08E+06,32062,1.2595,0.0035834,0,4326,0,-1,1.399
2.71E+05,0,2.08E+06,61046,1.7117,0.011086,1,962,0,-1,1.399
2.71E+05,0,2.08E+06,28915,1.64,0.0074014,0,560,0,-1,1.4358
2.71E+05,0,2.08E+06,27300,1.5295,0.0096577,0,291,0,-1,1.4481
2.71E+05,0,2.08E+06,29850,1.5479,0.011291,0,8063,0,-1,1.5278
2.71E+05,0,2.08E+06,26581,1.5815,0.0083858,0,1.17E+05,0,-1,1.626
2.71E+05,0,2.08E+06,33016,1.795,0.012562,0,118,0,-1,1.6751
2.71E+05,0,2.08E+06,27150,1.5927,0.020605,0,14732,0,-1,1.7058
2.71E+05,0,2.08E+06,28354,1.8062,0.009422,0,3.96E+05,0,-1,1.7303
2.71E+05,0,2.08E+06,31733,1.6733,0.0067178,0,70,0,-1,1.7426
2.71E+05,0,2.08E+06,27587,2.0498,0.0067057,0,5851,0,-1,1.7856
2.71E+05,0,2.08E+06,31218,1.9499,0.0087006,0,1773,0,-1,1.8346
2.71E+05,0,2.08E+06,99600,1.7342,0.05176,0,31,0,-1,1.8899
2.71E+05,0,2.08E+06,28425,2.1977,0.0055036,0,279,0,-1,1.9635
2.71E+05,0,2.08E+06,52575,1.8621,0.062205,0,4623,0,-1,1.9758
2.71E+05,0,2.08E+06,5695.5,1.9131,0.29102,0,308,0,-1,1.9758
2.71E+05,0,2.08E+06,26837,1.9844,0.0045082,0,2317,0,-1,1.988
2.71E+05,0,2.08E+06,18458,2.1894,0.11498,0,1060,0,-1,2.2826
2.71E+05,0,2.08E+06,51112,2.4643,0.0062462,0,470,0,-1,2.3132
2.71E+05,0,2.08E+06,43722,2.1877,0.11669,0,387,0,-1,2.3194
2.71E+05,0,2.08E+06,61575,2.6177,0.079552,1,23,0,-1,2.3869
2.71E+05,0,2.08E+06,32153,2.5898,0.010757,0,579,0,-1,2.4114
2.71E+05,0,2.08E+06,59587,2.4179,0.0075031,0,4171,0,-1,2.4544
2.71E+05,0,2.08E+06,1.19E+05,2.6584,0.042935,1,43,0,-1,2.4973
2.71E+05,0,2.08E+06,17400,2.7322,0.16558,0,120,0,-1,2.4973
2.71E+05,0,2.08E+06,37025,2.5554,0.01616,0,114,0,-1,2.5771
2.71E+05,0,2.08E+06,2.28E+05,2.7111,0.031649,1,10,0,-1,2.6323
2.71E+05,0,2.08E+06,48225,2.4901,0.023405,0,105,0,-1,2.6569
2.71E+05,0,2.08E+06,37466,2.8706,0.084315,1,593,0,-1,2.6691
2.71E+05,0,2.08E+06,1.92E+05,3.0422,0.032351,3,5945,0,-1,2.7489
2.71E+05,0,2.08E+06,27495,3.0848,0.10195,1,170,0,-1,2.7796
2.71E+05,0,2.08E+06,33886,2.9494,0.083871,1,193,0,-1,2.8103
2.71E+05,0,2.08E+06,29025,2.9156,0.031198,0,171,0,-1,2.8716
2.71E+05,0,2.08E+06,39897,2.7435,0.11054,0,144,0,-1,2.9146
2.71E+05,0,2.08E+06,37950,2.9276,0.068049,1,1483,0,-1,2.9452
2.71E+05,0,2.08E+06,32164,3.1572,0.10044,0,18333,0,-1,2.9882
2.71E+05,0,2.08E+06,32250,3.0159,0.10042,0,3574,0,-1,2.9943
2.71E+05,0,2.08E+06,1.53E+05,2.9809,0.046903,0,14,0,-1,3.0373
2.71E+05,0,2.09E+06,10633,3.7661,0.27731,0,219,0,-1,3.522
2.71E+05,0,2.09E+06,1.30E+05,3.5736,0.046251,0,12,0,-1,3.6447
2.71E+05,0,2.09E+06,2.93E+05,3.7559,0.02604,2,13,0,-1,3.9147
2.71E+05,0,2.09E+06,8595.6,3.8803,0.26922,0,72,0,-1,3.9454
2.71E+05,0,2.09E+06,2.87E+05,4.2619,0.031344,1,23,0,-1,4.0436
2.72E+05,0,2.09E+06,4570.6,4.4236,0.22151,0,1272,0,-1,4.1908
2.72E+05,0,2.09E+06,2.22E+05,4.1555,0.049314,1,22,0,-1,4.289
2.72E+05,0,2.09E+06,10275,4.1955,0.16521,0,2.43E+06,0,-1,4.2951
2.72E+05,0,2.09E+06,2.80E+05,4.1692,0.062716,0,7,0,-1,4.3258
2.72E+05,0,2.09E+06,5517.1,4.5477,0.17659,0,12773,0,-1,4.332
2.72E+05,0,2.09E+06,96360,4.4992,0.037909,1,9,0,-1,4.3749
2.72E+05,0,2.09E+06,1798.2,4.4473,0.30362,0,4.75E+05,0,-1,4.4731
2.72E+05,0,2.09E+06,10741,4.6579,0.16457,0,3.29E+06,0,-1,4.5099
2.72E+05,0,2.09E+06,26606,4.7975,0.016237,0,256,0,-1,4.6633
2.72E+05,0,2.09E+06,28493,4.6031,0.022151,0,9165,0,-1,4.6694
2.72E+05,0,2.09E+06,39375,4.8091,0.078326,0,34,0,-1,4.6817
2.72E+05,0,2.09E+06,30575,4.7618,0.012616,0,251,0,-1,4.7001
2.72E+05,0,2.09E+06,1.90E+05,4.6552,0.03166,0,19,0,-1,4.7431
2.72E+05,0,2.09E+06,52122,4.8929,0.021058,0,9.60E+05,0,-1,4.7799
2.72E+05,0,2.09E+06,5087.5,5.0427,0.29977,0,30,0,-1,4.7983
2.72E+05,0,2.09E+06,53020,4.9667,0.013149,0,3.11E+05,0,-1,4.8044
2.72E+05,0,2.09E+06,37829,5.0296,0.011669,0,1830,0,-1,4.8044
2.72E+05,0,2.09E+06,28675,4.77,0.026298,0,33414,0,-1,4.8167
2.72E+05,0,2.09E+06,35807,4.779,0.014828,0,96568,0,-1,4.8167
2.72E+05,0,2.09E+06,15162,4.9269,0.15595,0,23532,0,-1,5.013
2.72E+05,0,2.09E+06,2.38E+05,4.9225,0.03819,0,13,0,-1,5.0621
2.72E+05,0,2.09E+06,2516.5,5.1338,0.342,0,6661,0,-1,5.0805
2.72E+05,0,2.09E+06,47095,5.2507,0.020643,0,2739,0,-1,5.3935
2.72E+05,0,2.09E+06,54119,5.5909,0.021756,0,2023,0,-1,5.4855
2.72E+05,0,2.09E+06,80253,5.7367,0.022768,0,102,0,-1,5.4855
2.72E+05,0,2.09E+06,68478,5.34,0.022987,0,1598,0,-1,5.5101
2.72E+05,0,2.09E+06,1.12E+05,5.5107,0.023427,0,697,0,-1,5.5101
2.72E+05,0,2.09E+06,54499,5.591,0.024282,0,475,0,-1,5.5101
2.72E+05,0,2.09E+06,40050,5.679,0.024986,0,926,0,-1,5.5285
2.72E+05,0,2.09E+06,1.66E+05,5.4368,0.026675,0,123,0,-1,5.5591
2.72E+05,0,2.09E+06,1.66E+05,5.7639,0.025546,0,1162,0,-1,5.5776
2.72E+05,0,2.09E+06,91061,5.6118,0.027412,0,156,0,-1,5.5837
2.72E+05,0,2.09E+06,28634,5.5302,0.044616,0,93,0,-1,5.7494
2.72E+05,0,2.09E+06,27093,5.7793,0.032303,0,561,0,-1,5.915
2.72E+05,0,2.09E+06,37500,5.7588,0.035163,0,16,0,-1,5.9457
2.72E+05,0,2.09E+06,1.44E+05,6.0846,0.047513,3,46,0,-1,5.9887
2.72E+05,0,2.09E+06,2.27E+05,6.2231,0.028441,1,156,0,-1,6.0132
2.72E+05,0,2.09E+06,1.40E+05,5.9828,0.022105,0,303,0,-1,6.1175
2.72E+05,0,2.09E+06,70788,5.985,0.015212,1,2825,0,-1,6.1237
2.72E+05,0,2.09E+06,35250,6.2522,0.0451,0,1299,0,-1,6.1298
2.72E+05,0,2.09E+06,70153,6.4705,0.010652,0,23897,0,-1,6.185
2.72E+05,0,2.09E+06,53475,6.221,0.065897,0,836,0,-1,6.2157
2.72E+05,0,2.09E+06,65923,6.4444,0.005993,0,20842,0,-1,6.228
2.72E+05,0,2.09E+06,62959,6.3777,0.0051774,0,4170,0,-1,0.0061359
2.72E+05,0,2.09E+06,69750,6.2785,0.0085165,0,6187,0,-1,0.042951
2.72E+05,0,2.09E+06,66756,6.4241,0.028586,0,12488,0,-1,0.13499
2.72E+05,0,2.09E+06,63075,6.5003,0.013284,0,2.36E+05,0,-1,0.14726
2.72E+05,0,2.09E+06,2.03E+05,6.6205,0.078387,0,10,0,-1,0.18408
2.72E+05,0,2.09E+06,57900,0.34352,0.011725,0,1.22E+08,0,-1,0.22089
2.72E+05,0,2.09E+06,58201,0.33356,0.015428,0,4.67E+05,0,-1,0.27612
2.72E+05,0,2.09E+06,33525,0.29834,0.026154,0,38,0,-1,0.34975
2.72E+05,0,2.09E+06,54525,0.51378,0.015616,0,4.33E+06,0,-1,0.38656
2.72E+05,0,2.09E+06,54778,0.19198,0.014354,0,2.09E+07,0,-1,0.38656
2.72E+05,0,2.09E+06,51428,0.27779,0.10779,0,5719,0,-1,0.42338
2.72E+05,0,2.09E+06,44325,0.63779,0.0063698,0,1.40E+05,0,-1,0.44179
2.72E+05,0,2.09E+06,34497,0.29174,0.01541,0,1213,0,-1,0.48474
2.72E+05,0,2.09E+06,42781,0.66389,0.0040478,0,23633,0,-1,0.52155
2.72E+05,0,2.09E+06,42900,0.78306,0.0041487,0,22430,0,-1,0.52155
2.72E+05,0,2.09E+06,49216,0.7863,0.0089022,0,4.59E+07,0,-1,0.52155
2.72E+05,0,2.09E+06,46411,0.51846,0.0045671,0,9.96E+05,0,-1,0.55837
2.72E+05,0,2.09E+06,50929,0.77789,0.0043789,0,1.22E+06,0,-1,0.55837
2.72E+05,0,2.09E+06,48675,0.65603,0.0098206,0,1.27E+05,0,-1,0.5645
