id_marks,id_targets,timestamps,ranges,azimuths,elevations,dopplers,powers,type,beam_ids,encoder_radian
22226,0,1.84E+05,10424,4.5606,0.17011,0,7.41E+06,0,-1,4.4179
22257,0,1.84E+05,10680,4.6845,0.16581,0,6.67E+06,0,-1,4.4547
22258,0,1.84E+05,1784.3,4.4808,0.3066,0,9.95E+05,0,-1,4.4854
22275,0,1.84E+05,3.56E+05,4.4271,0.037699,0,21,0,-1,4.5651
22290,0,1.84E+05,28425,4.8332,0.021051,0,127,0,-1,4.6449
22299,0,1.84E+05,30610,4.6484,0.030528,0,203,0,-1,4.6694
22311,0,1.85E+05,52125,5.0021,0.021773,0,1.95E+05,0,-1,4.7737
22312,0,1.85E+05,53125,4.7938,0.010801,0,5523,0,-1,4.7799
22329,0,1.85E+05,53289,5.0303,0.0096769,0,27198,0,-1,4.8044
22326,0,1.85E+05,30847,4.7075,0.028959,0,220,0,-1,4.8044
22334,0,1.85E+05,28958,4.6917,0.031779,0,4496,0,-1,4.8044
22276,0,1.84E+05,28752,4.9537,0.062927,0,61199,0,-1,4.8167
22320,0,1.85E+05,35792,4.6343,0.01341,0,76871,0,-1,4.8167
22363,0,1.85E+05,15378,5.1411,0.16318,0,3701,0,-1,4.9885
22399,0,1.85E+05,33228,5.3586,0.095373,0,2951,0,-1,5.1664
22434,0,1.85E+05,41378,5.4114,0.038162,0,63,0,-1,5.3567
22438,0,1.86E+05,47053,5.3978,0.024067,0,119,0,-1,5.3996
22455,0,1.86E+05,54148,5.789,0.023671,0,912,0,-1,5.4917
22449,0,1.86E+05,1.12E+05,5.5257,0.026768,0,623,0,-1,5.4978
22456,0,1.86E+05,1.12E+05,5.5479,0.026436,0,719,0,-1,5.4978
22463,0,1.86E+05,54377,5.4033,0.024879,0,1982,0,-1,5.5039
22464,0,1.86E+05,68412,5.4893,0.025163,0,3000,0,-1,5.5039
22474,0,1.86E+05,81075,5.5178,0.02692,0,1708,0,-1,5.5346
22475,0,1.86E+05,1.34E+05,5.8342,0.027073,0,664,0,-1,5.5653
22479,0,1.86E+05,1.32E+05,5.5021,0.02843,0,47,0,-1,5.5653
22480,0,1.86E+05,1.65E+05,5.5349,0.026786,0,253,0,-1,5.5653
22488,0,1.86E+05,91085,5.6026,0.027362,0,113,0,-1,5.5837
22506,0,1.86E+05,2.25E+05,5.856,0.044331,1,18,0,-1,5.6819
22539,0,1.86E+05,51047,5.7981,0.080012,1,41,0,-1,5.9028
22549,0,1.86E+05,1.78E+05,6.1849,0.018823,0,25,0,-1,5.9396
22562,0,1.87E+05,1.59E+05,5.8495,0.04379,0,200,0,-1,5.9948
22605,0,1.87E+05,70807,6.2253,0.010812,1,10384,0,-1,6.1605
22610,0,1.87E+05,70650,6.012,0.0094837,0,2.43E+05,0,-1,6.1727
22611,0,1.87E+05,44270,6.3829,0.021757,0,43,0,-1,6.1727
22604,0,1.87E+05,65855,6.4113,0.0087994,0,52163,0,-1,6.2648
22623,0,1.87E+05,55125,6.1742,0.0077127,0,1.03E+06,0,-1,6.2648
22629,0,1.87E+05,56093,6.4421,0.0079711,0,67764,0,-1,6.277
22635,0,1.87E+05,75402,6.4034,0.010895,0,1632,0,-1,0.018408
22641,0,1.87E+05,30342,6.5635,0.06331,0,63,0,-1,0.042951
22650,0,1.87E+05,69375,6.4176,0.009324,0,25486,0,-1,0.042951
22640,0,1.87E+05,69591,6.5963,0.012186,0,17819,0,-1,0.055223
22655,0,1.87E+05,70800,6.3834,0.014512,0,1673,0,-1,0.067495
22697,0,1.87E+05,59695,0.28242,0.014988,0,2.34E+05,0,-1,0.28839
22714,0,1.88E+05,31077,0.43114,0.079607,1,321,0,-1,0.35588
22719,0,1.87E+05,3.02E+05,0.30987,0.011788,0,22,0,-1,0.36816
22720,0,1.88E+05,38095,0.66869,0.020964,0,842,0,-1,0.37429
22715,0,1.88E+05,54757,0.4096,0.018813,0,2.56E+07,0,-1,0.3927
22727,0,1.88E+05,21141,0.32564,0.17366,1,596,0,-1,0.3927
22735,0,1.88E+05,44294,0.4654,0.011158,0,31490,0,-1,0.42951
22729,0,1.88E+05,34516,0.60934,0.020145,0,808,0,-1,0.46633
22757,0,1.88E+05,49114,0.54404,0.011598,0,6.87E+06,0,-1,0.51542
22758,0,1.88E+05,42825,0.44032,0.020012,0,2377,0,-1,0.52155
22760,0,1.88E+05,51300,0.81237,0.0072814,0,4.96E+06,0,-1,0.55223
22765,0,1.88E+05,46402,0.67619,0.0063641,0,2.04E+06,0,-1,0.55223
22773,0,1.88E+05,51000,0.57117,0.0078848,0,1.35E+06,0,-1,0.57064
22772,0,1.88E+05,48225,0.49542,0.0060973,0,1.95E+06,0,-1,0.57064
22782,0,1.88E+05,48450,0.52985,0.0034056,0,4.72E+07,0,-1,0.61973
22787,0,1.88E+05,30973,0.7166,0.022872,7,20096,0,-1,0.64427
22791,0,1.88E+05,28989,0.67495,0.023775,7,402,0,-1,0.65654
22792,0,1.88E+05,33000,0.82728,0.025119,7,36,0,-1,0.65654
22810,0,1.88E+05,46670,0.56145,0.0063766,0,7.77E+05,0,-1,0.6995
22812,0,1.88E+05,36908,0.95903,0.0083052,0,1608,0,-1,0.73631
22804,0,1.88E+05,46376,0.88045,0.012226,0,16152,0,-1,0.74858
22830,0,1.88E+05,5572.7,0.68687,0.30502,0,131,0,-1,0.79153
22821,0,1.88E+05,1.06E+05,0.9965,0.011759,0,4333,0,-1,0.79153
22833,0,1.88E+05,45649,0.7318,0.0016758,0,5.10E+05,0,-1,0.81608
22822,0,1.88E+05,40806,0.93974,0.0011046,0,29560,0,-1,0.90198
22857,0,1.88E+05,41147,0.97606,0.0018001,0,12485,0,-1,0.90198
22856,0,1.88E+05,2.03E+05,0.78878,0.021645,0,212,0,-1,0.90198
22866,0,1.88E+05,43950,0.74358,0.0050796,0,1858,0,-1,0.91425
22873,0,1.88E+05,42372,1.1615,0.0040499,0,1888,0,-1,0.94493
22869,0,1.89E+05,1.60E+05,1.1787,0.018725,1,18,0,-1,0.96334
22900,0,1.89E+05,6018.9,1.1187,0.32245,0,635,0,-1,1.1045
22899,0,1.89E+05,10739,0.93435,0.21906,0,7456,0,-1,1.1045
22912,0,1.89E+05,94900,1.2567,0.046251,0,379,0,-1,1.1474
22911,0,1.89E+05,29325,1.0514,0.051308,0,20369,0,-1,1.1658
22913,0,1.89E+05,27525,1.3275,0.048405,0,11413,0,-1,1.1658
22906,0,1.89E+05,29427,1.2313,0.051407,0,89035,0,-1,1.172
22923,0,1.89E+05,1.05E+05,1.1535,0.039659,1,87,0,-1,1.2026
22946,0,1.89E+05,34207,1.6216,0.0058999,0,639,0,-1,1.3499
22941,0,1.89E+05,4919,1.5627,0.30138,0,1318,0,-1,1.356
22943,0,1.89E+05,26250,1.6416,0.0038072,0,41536,0,-1,1.3806
22945,0,1.89E+05,32065,1.2315,0.0042511,0,13848,0,-1,1.3806
22958,0,1.89E+05,28935,1.3594,0.010108,0,7955,0,-1,1.4481
22962,0,1.89E+05,27295,1.6363,0.0093077,0,1997,0,-1,1.4542
22975,0,1.89E+05,29850,1.7136,0.013534,0,2441,0,-1,1.5463
22987,0,1.90E+05,26554,1.8325,0.010749,0,4.72E+05,0,-1,1.6444
22996,0,1.90E+05,30600,1.6982,0.010579,0,1435,0,-1,1.6751
23001,0,1.90E+05,33007,1.6964,0.02115,0,131,0,-1,1.6751
22988,0,1.90E+05,28358,1.7813,0.010311,0,1.90E+05,0,-1,1.7242
23017,0,1.90E+05,27126,1.978,0.021772,0,17093,0,-1,1.7242
23025,0,1.90E+05,1.13E+05,1.9529,0.0297,1,20,0,-1,1.7917
23033,0,1.90E+05,27525,1.8818,0.010635,0,14262,0,-1,1.7978
23036,0,1.90E+05,1.05E+05,1.7805,0.035191,1,151,0,-1,1.8285
23038,0,1.90E+05,31275,2.0068,0.0094906,0,1157,0,-1,1.8285
23047,0,1.90E+05,29391,1.886,0.02,0,288,0,-1,1.8776
23046,0,1.90E+05,26100,1.9781,0.013887,0,8820,0,-1,1.8776
23060,0,1.90E+05,28425,2.2057,0.0092182,0,1802,0,-1,1.9512
23059,0,1.90E+05,3.27E+05,2.2021,0.041011,0,23,0,-1,1.9635
23067,0,1.90E+05,26735,2.2351,0.010138,0,479,0,-1,2.031
23110,0,1.90E+05,28469,2.4476,0.022135,0,254,0,-1,2.1537
23147,0,1.91E+05,28402,2.5315,0.042689,0,758,0,-1,2.2887
23151,0,1.91E+05,31559,2.1473,0.07424,0,121,0,-1,2.3317
23168,0,1.91E+05,49571,2.2362,0.10069,1,271,0,-1,2.4176
23179,0,1.91E+05,56247,2.3306,0.0090788,0,5018,0,-1,2.4544
23183,0,1.91E+05,1.25E+05,2.4241,0.033673,0,144,0,-1,2.4605
23191,0,1.91E+05,46658,2.3401,0.05454,0,197,0,-1,2.5035
23184,0,1.91E+05,17310,2.5338,0.16749,0,120,0,-1,2.5035
23192,0,1.91E+05,10442,2.5173,0.17504,0,290,0,-1,2.5157
23219,0,1.91E+05,27908,2.6775,0.051953,0,3133,0,-1,2.5771
23221,0,1.91E+05,1.46E+05,2.8824,0.053772,0,114,0,-1,2.62
23227,0,1.91E+05,38846,2.5956,0.094734,1,592,0,-1,2.62
23244,0,1.91E+05,58133,2.7291,0.015435,0,166,0,-1,2.7428
23248,0,1.91E+05,1.18E+05,2.9788,0.037531,3,1207,0,-1,2.7428
23258,0,1.91E+05,29999,2.7626,0.086327,0,2581,0,-1,2.7918
23271,0,1.91E+05,24881,2.733,0.10889,0,93271,0,-1,2.8287
23287,0,1.92E+05,30750,2.974,0.032917,0,32,0,-1,2.8962
23281,0,1.92E+05,26762,3.1266,0.10332,0,1085,0,-1,2.9023
23362,0,1.92E+05,1.08E+05,3.3965,0.047233,1,21,0,-1,3.3932
23471,0,1.93E+05,1.54E+05,4.2242,0.058709,0,21,0,-1,4.0681
23479,0,1.94E+05,1.34E+05,4.2615,0.042719,0,19,0,-1,4.1356
23480,0,1.94E+05,17626,4.1959,0.13215,1,2829,0,-1,4.1356
23501,0,1.94E+05,9901.9,4.2802,0.22743,0,11355,0,-1,4.2522
23514,0,1.94E+05,5535.2,4.6285,0.32781,0,1018,0,-1,4.3565
23547,0,1.94E+05,10780,4.3231,0.16719,0,1.01E+07,0,-1,4.4915
23548,0,1.94E+05,1784.5,4.4272,0.30824,0,8.12E+05,0,-1,4.4915
23585,0,1.94E+05,30576,4.7074,0.030622,0,201,0,-1,4.6572
23608,0,1.94E+05,36218,4.8504,0.018637,0,83,0,-1,4.7247
23614,0,1.94E+05,30611,5.0033,0.049443,0,79,0,-1,4.7615
23616,0,1.95E+05,52125,4.8193,0.022617,0,1.56E+05,0,-1,4.7676
23619,0,1.94E+05,12592,4.7997,0.2018,0,133,0,-1,4.7737
23604,0,1.95E+05,53037,4.9599,0.022281,0,40747,0,-1,4.7799
23621,0,1.95E+05,35791,4.8442,0.01398,0,47969,0,-1,4.8044
23627,0,1.95E+05,30842,5.0488,0.026401,0,240,0,-1,4.8106
23618,0,1.95E+05,15078,4.8512,0.13995,0,1191,0,-1,4.8167
23575,0,1.94E+05,28756,4.7631,0.061628,0,81631,0,-1,4.8412
23654,0,1.95E+05,15528,5.0279,0.16642,0,3318,0,-1,4.9578
23690,0,1.95E+05,31500,5.098,0.060942,0,251,0,-1,5.148
23695,0,1.95E+05,33234,5.0357,0.091779,0,1949,0,-1,5.1603
23712,0,1.95E+05,3.56E+05,5.0656,0.037602,1,14,0,-1,5.2217
23751,0,1.96E+05,54109,5.7394,0.024389,0,2997,0,-1,5.4917
23761,0,1.96E+05,1.12E+05,5.4441,0.026789,0,890,0,-1,5.5039
23769,0,1.96E+05,54447,5.7585,0.0255,0,1727,0,-1,5.5162
23760,0,1.96E+05,68435,5.6827,0.025153,0,7563,0,-1,5.5162
23771,0,1.96E+05,40128,5.7741,0.028969,0,299,0,-1,5.5162
23781,0,1.96E+05,84150,5.8357,0.025182,0,514,0,-1,5.5469
23776,0,1.96E+05,3.56E+05,5.4373,0.013065,1,12,0,-1,5.5591
23783,0,1.96E+05,1.32E+05,5.572,0.024808,0,56,0,-1,5.5591
23780,0,1.96E+05,1.65E+05,5.8681,0.027619,0,244,0,-1,5.5776
23782,0,1.96E+05,1.34E+05,5.7045,0.027833,0,910,0,-1,5.5776
23792,0,1.96E+05,91118,5.8492,0.028585,0,206,0,-1,5.5837
23842,0,1.96E+05,12905,6.02,0.24363,0,199,0,-1,5.9764
23849,0,1.96E+05,53955,5.8327,0.029625,0,73,0,-1,6.0071
23860,0,1.97E+05,96675,6.2165,0.045585,0,21,0,-1,6.0868
23856,0,1.97E+05,1.91E+05,6.0193,0.019583,0,60,0,-1,6.093
23878,0,1.97E+05,70803,6.2597,0.0092414,0,1.50E+05,0,-1,6.1973
23887,0,1.97E+05,65895,6.4184,0.010683,0,12334,0,-1,6.2586
23901,0,1.97E+05,2.16E+05,6.3725,0.06929,0,12,0,-1,6.2586
23906,0,1.97E+05,63600,6.365,0.0090633,0,18319,0,-1,6.2586
23908,0,1.97E+05,28051,6.2992,0.032007,0,528,0,-1,6.2586
23913,0,1.97E+05,52347,6.2264,0.0097232,0,2601,0,-1,6.2709
23912,0,1.97E+05,56094,6.3192,0.0078729,0,56716,0,-1,0
23927,0,1.97E+05,69330,6.146,0.010429,0,25543,0,-1,0.036816
23917,0,1.97E+05,75400,6.4208,0.010083,0,1283,0,-1,0.055223
23924,0,1.97E+05,30303,6.6299,0.072563,0,137,0,-1,0.067495
23935,0,1.97E+05,68775,6.2495,0.023794,0,9430,0,-1,0.092039
23943,0,1.97E+05,66675,6.2399,0.033305,0,4121,0,-1,0.10431
23948,0,1.97E+05,64575,6.6909,0.020835,0,1.10E+05,0,-1,0.14726
23941,0,1.97E+05,3.19E+05,6.3709,0.01291,2,18,0,-1,0.15953
23951,0,1.97E+05,30286,0.0073977,0.012612,0,40,0,-1,0.19635
23965,0,1.97E+05,2.36E+05,0.47841,0.02348,2,17,0,-1,0.24544
23973,0,1.97E+05,58126,0.17538,0.015215,0,9.83E+06,0,-1,0.29452
23983,0,1.97E+05,39030,0.5905,0.031712,0,121,0,-1,0.31293
23982,0,1.97E+05,33891,0.20084,0.037055,0,309,0,-1,0.3252
23985,0,1.97E+05,2.07E+05,0.3506,0.046843,0,13,0,-1,0.34361
23987,0,1.98E+05,30975,0.47448,0.086085,1,28,0,-1,0.36816
23990,0,1.98E+05,22050,0.48343,0.16914,1,141,0,-1,0.36816
23991,0,1.97E+05,54522,0.50989,0.019704,0,8.72E+06,0,-1,0.36816
23996,0,1.98E+05,38071,0.53618,0.023268,0,577,0,-1,0.37429
23999,0,1.98E+05,54825,0.42704,0.022762,0,1.15E+06,0,-1,0.3927
24014,0,1.98E+05,44308,0.32067,0.0094985,0,28027,0,-1,0.42951
24010,0,1.98E+05,51239,0.62187,0.010292,0,6.42E+06,0,-1,0.43565
24011,0,1.98E+05,51404,0.37498,0.011822,0,6.50E+05,0,-1,0.43565
23997,0,1.98E+05,34536,0.56622,0.022695,0,1609,0,-1,0.48474
24034,0,1.98E+05,49163,0.77201,0.012401,0,1.12E+07,0,-1,0.51542
24044,0,1.98E+05,46392,0.42856,0.0063927,0,2.52E+05,0,-1,0.55223
24046,0,1.98E+05,1.12E+05,0.86264,0.040055,1,8,0,-1,0.55223
24045,0,1.98E+05,51075,0.40227,0.0074854,0,2.81E+06,0,-1,0.57678
24050,0,1.98E+05,44883,0.80909,0.0085624,0,1.79E+05,0,-1,0.57678
24052,0,1.98E+05,48075,0.84013,0.0029689,0,1.25E+07,0,-1,0.61973
24056,0,1.98E+05,31650,0.45123,0.017904,1,135,0,-1,0.61973
24049,0,1.98E+05,48675,0.65978,0.0080645,0,8.64E+06,0,-1,0.61973
24054,0,1.98E+05,48450,0.89387,0.0033354,0,5.93E+07,0,-1,0.61973
24060,0,1.98E+05,51825,0.61802,0.0017776,0,4379,0,-1,0.61973
24065,0,1.98E+05,31127,0.891,0.01939,7,9260,0,-1,0.69336
24080,0,1.98E+05,46395,0.80543,0.035888,0,2193,0,-1,0.69336
24082,0,1.98E+05,1.10E+05,0.93819,0.095473,1,522,0,-1,0.7179
24092,0,1.98E+05,36841,0.93424,0.0084401,0,2315,0,-1,0.75472
24093,0,1.98E+05,36975,0.55853,0.0083314,0,5939,0,-1,0.75472
24098,0,1.98E+05,45336,0.70968,0.0089737,0,7761,0,-1,0.76085
24105,0,1.98E+05,5565.3,0.92707,0.3147,0,165,0,-1,0.79767
24097,0,1.98E+05,1.06E+05,0.81255,0.011049,0,12537,0,-1,0.79767
24115,0,1.98E+05,45630,1.1225,0.00090844,0,19872,0,-1,0.81608
24104,0,1.98E+05,41951,0.97771,0.0072119,0,38474,0,-1,0.81608
24110,0,1.98E+05,45900,0.88258,0.0040365,0,90430,0,-1,0.81608
24125,0,1.98E+05,41475,0.82095,0.0029189,0,3.80E+05,0,-1,0.85903
24141,0,1.98E+05,41175,0.83525,0.0013189,0,9428,0,-1,0.88971
24136,0,1.98E+05,2.01E+05,1.153,0.021739,2,3466,0,-1,0.90198
24148,0,1.98E+05,42489,0.99775,0.0072122,0,4654,0,-1,0.95107
24169,0,1.99E+05,41625,1.2833,0.034794,0,16026,0,-1,1.0799
24175,0,1.99E+05,6113.9,0.97045,0.32107,0,1074,0,-1,1.1167
24202,0,1.99E+05,95001,1.3957,0.047114,0,1657,0,-1,1.1781
24192,0,1.99E+05,29413,0.97912,0.051017,0,1.09E+05,0,-1,1.1781
24224,0,1.99E+05,1.35E+05,1.559,0.04191,0,15,0,-1,1.2947
24245,0,1.99E+05,34204,1.6156,0.0045985,0,670,0,-1,1.3438
24240,0,1.99E+05,4923.3,1.4478,0.29684,0,581,0,-1,1.356
24243,0,1.99E+05,26250,1.2606,0.0039394,0,38665,0,-1,1.3744
24244,0,1.99E+05,32066,1.288,0.0046421,0,12981,0,-1,1.3744
24265,0,1.99E+05,28919,1.6237,0.01011,0,7646,0,-1,1.4419
24281,0,1.99E+05,29850,1.7776,0.013774,0,1899,0,-1,1.5401
24286,0,1.99E+05,2441,1.4152,0.30255,0,51181,0,-1,1.5647
24312,0,1.99E+05,30600,1.8276,0.010185,0,1869,0,-1,1.6199
24303,0,1.99E+05,26556,1.925,0.010363,0,4.22E+05,0,-1,1.6444
24317,0,2.00E+05,33014,1.6577,0.01977,0,120,0,-1,1.6628
24304,0,2.00E+05,28353,1.792,0.011067,0,95355,0,-1,1.7487
24343,0,2.00E+05,27528,1.7932,0.010274,0,15232,0,-1,1.8101
24355,0,2.00E+05,31252,1.7646,0.0091796,0,764,0,-1,1.8285
24356,0,2.00E+05,30606,2.066,0.11743,0,362,0,-1,1.853
24366,0,2.00E+05,29387,2.0574,0.013346,0,446,0,-1,1.8837
24365,0,2.00E+05,26100,1.8333,0.0123,0,12126,0,-1,1.8837
24387,0,2.00E+05,28425,2.0558,0.0091508,0,1899,0,-1,1.9512
24391,0,2.00E+05,26848,2.011,0.0038838,0,2463,0,-1,2.0064
24424,0,2.00E+05,1.09E+05,1.9598,0.032673,2,97,0,-1,2.1292
24437,0,2.00E+05,28460,1.9943,0.022447,0,249,0,-1,2.1783
24473,0,2.01E+05,28346,2.3712,0.042954,0,379,0,-1,2.301
24479,0,2.01E+05,31614,2.2846,0.072922,0,426,0,-1,2.3439
24496,0,2.01E+05,31132,2.3618,0.028242,0,128,0,-1,2.3685
24524,0,2.01E+05,17175,2.452,0.16866,0,73,0,-1,2.485
24520,0,2.01E+05,54787,2.3949,0.00891,0,811,0,-1,2.4912
24535,0,2.01E+05,46721,2.5249,0.053861,0,77,0,-1,2.5096
24546,0,2.01E+05,24612,2.7333,0.1423,0,4359,0,-1,2.5525
24537,0,2.01E+05,10410,2.4434,0.17518,0,414,0,-1,2.5525
24563,0,2.01E+05,1.48E+05,2.7649,0.050073,1,1339,0,-1,2.62
24571,0,2.01E+05,68933,2.6531,0.0049212,0,39188,0,-1,2.62
24578,0,2.01E+05,2.61E+05,2.6825,0.042499,1,18,0,-1,2.6384
24601,0,2.01E+05,58153,2.6532,0.019892,0,226,0,-1,2.7366
24619,0,2.01E+05,45075,2.7006,0.077373,1,79,0,-1,2.7918
24620,0,2.01E+05,30063,2.9004,0.087364,0,1011,0,-1,2.7918
24622,0,2.01E+05,23584,2.7658,0.11099,0,15135,0,-1,2.8348
24636,0,2.02E+05,29020,2.9964,0.042008,0,154,0,-1,2.89
24668,0,2.02E+05,2.02E+05,3.3431,0.027618,0,18,0,-1,3.0496
24698,0,2.02E+05,1.61E+05,3.3908,0.033772,0,18,0,-1,3.2152
24821,0,2.03E+05,2.50E+05,4.102,0.026836,1,25,0,-1,3.9393
24834,0,2.03E+05,1.43E+05,4.3489,0.045673,1,10,0,-1,4.0681
24853,0,2.04E+05,4513.2,4.3987,0.33866,0,3184,0,-1,4.2215
24865,0,2.04E+05,2534.7,4.3689,0.32591,0,4395,0,-1,4.2522
24872,0,2.04E+05,10265,4.6149,0.16746,0,4.35E+06,0,-1,4.3258
24883,0,2.04E+05,5500,4.1885,0.32915,0,215,0,-1,4.3504
24888,0,2.04E+05,39675,4.3808,0.034208,0,2,0,-1,4.4179
24899,0,2.04E+05,10757,4.7668,0.16509,0,7.22E+06,0,-1,4.4608
24900,0,2.04E+05,1783.9,4.6752,0.30506,0,6.32E+05,0,-1,4.5038
24939,0,2.04E+05,30599,4.7224,0.031397,0,146,0,-1,4.6694
24948,0,2.04E+05,1.54E+05,4.8557,0.07199,0,9,0,-1,4.7001
24955,0,2.04E+05,52125,4.7948,0.021882,0,2.63E+05,0,-1,4.7737
24965,0,2.05E+05,37050,4.7895,0.099951,1,267,0,-1,4.7737
24957,0,2.04E+05,28923,4.6815,0.01861,0,5423,0,-1,4.786
24979,0,2.05E+05,53259,4.8129,0.0097,0,16404,0,-1,4.7983
24962,0,2.05E+05,35798,4.6221,0.014511,0,41170,0,-1,4.8106
24975,0,2.05E+05,30923,4.8622,0.024766,0,188,0,-1,4.8106
24978,0,2.05E+05,30825,4.7865,0.028267,0,161,0,-1,4.8106
24967,0,2.05E+05,15029,5.1012,0.14888,0,698,0,-1,4.8228
24922,0,2.04E+05,28756,4.7889,0.05813,0,81676,0,-1,4.8228
24988,0,2.05E+05,1.27E+05,5.0873,0.047357,0,8,0,-1,4.8474
25003,0,2.05E+05,15614,4.9918,0.17071,0,4068,0,-1,4.964
25027,0,2.05E+05,26795,5.1396,0.046802,0,42,0,-1,5.1051
25036,0,2.05E+05,31500,5.3937,0.059793,0,130,0,-1,5.1542
25044,0,2.05E+05,36525,5.489,0.082704,0,115,0,-1,5.1849
25041,0,2.05E+05,33145,5.2531,0.079727,0,456,0,-1,5.1849
25086,0,2.05E+05,47084,5.662,0.024716,0,283,0,-1,5.3873
25099,0,2.06E+05,54134,5.6659,0.024891,0,4518,0,-1,5.4917
25106,0,2.06E+05,68308,5.6119,0.025132,0,1490,0,-1,5.5223
25107,0,2.06E+05,1.12E+05,5.8146,0.026741,0,2128,0,-1,5.5223
25109,0,2.06E+05,54375,5.7421,0.0239,0,1166,0,-1,5.5223
25111,0,2.06E+05,80325,5.8142,0.027153,0,674,0,-1,5.5223
25117,0,2.06E+05,1.72E+05,5.6916,0.026058,0,142,0,-1,5.5407
25121,0,2.06E+05,41850,5.5635,0.026525,0,228,0,-1,5.5407
25115,0,2.06E+05,1.65E+05,5.6157,0.027284,0,265,0,-1,5.5591
25119,0,2.06E+05,1.34E+05,5.8335,0.026869,0,1344,0,-1,5.5714
25123,0,2.06E+05,1.32E+05,5.3858,0.028922,0,58,0,-1,5.5714
25129,0,2.06E+05,91107,5.4826,0.031821,0,119,0,-1,5.5776
25122,0,2.06E+05,1.30E+05,5.6322,0.025852,0,29,0,-1,5.6021
25194,0,2.06E+05,27056,6.006,0.044504,0,289,0,-1,5.9273
25208,0,2.06E+05,12896,5.8212,0.24355,0,117,0,-1,5.9825
25218,0,2.07E+05,1.91E+05,6.222,0.017263,0,133,0,-1,6.0746
25241,0,2.07E+05,70867,6.4122,0.0097679,0,1.25E+05,0,-1,6.1482
25257,0,2.07E+05,53551,6.0912,0.0082302,0,1.53E+06,0,-1,6.2096
25249,0,2.07E+05,65909,6.2821,0.0098847,0,24820,0,-1,6.2341
25261,0,2.07E+05,66000,6.2119,0.0087848,0,23278,0,-1,6.2341
25262,0,2.07E+05,27994,6.5719,0.030644,0,114,0,-1,6.2648
25266,0,2.07E+05,63600,6.3778,0.0099427,0,25743,0,-1,6.2709
25269,0,2.07E+05,56140,6.2335,0.0081124,0,27026,0,-1,0.012272
25274,0,2.07E+05,75378,6.1848,0.010243,0,1694,0,-1,0.024544
25284,0,2.07E+05,69355,6.416,0.010745,0,35313,0,-1,0.036816
25279,0,2.07E+05,30269,6.5836,0.08412,0,100,0,-1,0.085903
25296,0,2.07E+05,33816,6.6474,0.064462,1,5985,0,-1,0.11658
25308,0,2.07E+05,64425,6.6654,0.019705,0,57017,0,-1,0.1534
25319,0,2.07E+05,30277,0.10769,0.0099147,0,125,0,-1,0.19021
25325,0,2.07E+05,62025,0.30903,0.014675,0,1.65E+07,0,-1,0.22703
25340,0,2.07E+05,58126,0.54502,0.014366,0,6.22E+06,0,-1,0.29452
25353,0,2.07E+05,39044,0.21339,0.031844,0,119,0,-1,0.31907
25352,0,2.07E+05,33876,0.58067,0.033957,0,99,0,-1,0.34361
25361,0,2.07E+05,30918,0.62148,0.080622,1,104,0,-1,0.36202
25360,0,2.07E+05,54527,0.29568,0.022295,0,2.91E+05,0,-1,0.36816
25336,0,2.07E+05,54764,0.21844,0.018235,0,1.51E+07,0,-1,0.37429
25367,0,2.08E+05,37967,0.44309,0.022241,0,230,0,-1,0.38043
25382,0,2.08E+05,44325,0.67099,0.010138,0,37067,0,-1,0.42338
25380,0,2.08E+05,51298,0.51399,0.012102,0,7.46E+07,0,-1,0.45406
25384,0,2.08E+05,43876,0.49282,0.0095751,0,51061,0,-1,0.45406
25374,0,2.08E+05,34505,0.5093,0.019433,0,1169,0,-1,0.49701
25403,0,2.08E+05,49118,0.40656,0.012905,0,4.35E+06,0,-1,0.52155
25413,0,2.08E+05,46500,0.45536,0.0071636,0,5.39E+05,0,-1,0.55223
25417,0,2.08E+05,29250,0.82973,0.012556,0,45,0,-1,0.57678
25421,0,2.08E+05,57629,0.70627,0.0092502,0,732,0,-1,0.61359
25444,0,2.08E+05,29292,0.6335,0.019603,7,976,0,-1,0.68109
25445,0,2.08E+05,33225,0.93205,0.020374,7,817,0,-1,0.68109
25427,0,2.08E+05,31352,0.52867,0.020482,7,5167,0,-1,0.69336
25437,0,2.08E+05,31268,0.72936,0.020201,7,67091,0,-1,0.69336
25418,0,2.08E+05,44891,0.76339,0.0091678,0,95104,0,-1,0.73017
25455,0,2.08E+05,36930,0.70432,0.0084878,0,2444,0,-1,0.73017
25448,0,2.08E+05,1.09E+05,0.71686,0.097439,1,644,0,-1,0.73017
25447,0,2.08E+05,46419,0.80777,0.0096681,0,21461,0,-1,0.75472
25458,0,2.08E+05,1.06E+05,1.0164,0.010891,0,10803,0,-1,0.75472
25459,0,2.08E+05,45301,0.95991,0.0086044,0,12146,0,-1,0.79767
25464,0,2.08E+05,5571.5,0.63463,0.31273,0,286,0,-1,0.79767
25466,0,2.08E+05,3.05E+05,0.7626,0.0042335,2,136,0,-1,0.79767
25467,0,2.08E+05,45599,0.80643,0.0033231,0,1.65E+05,0,-1,0.81608
25470,0,2.08E+05,41988,1.0444,0.0048853,0,18467,0,-1,0.82835
25492,0,2.08E+05,1.99E+05,0.91889,0.023736,2,342,0,-1,0.88357
25496,0,2.08E+05,41060,0.82987,0.0013514,0,3934,0,-1,0.89584
25494,0,2.08E+05,98325,1.0257,0.0079308,0,14,0,-1,0.90812
